SRL #,Date -Sampled-,Sample Site,Shellfish -code-,Mod-PSP Median,PSP -ug/100 g-,County,Sample Type,Species,Latitude,Longitude
M14P01104,10/13/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P01105,10/12/14,"Stinson Beach, Red Rock Beach",MUSW,n,,Marin,"Sea Mussel, wild",Mytilus californianus,37.888778,-122.633123
M14P01106,10/14/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P01112,10/14/14,"Drakes Estero, Bed #7",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.06081,-122.92932
M14P01113,10/14/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P01114,10/14/14,"Drakes Estero, Bed #12-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P01115,10/14/14,"Drakes Estero, Channel Buoy",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P01116,10/10/14,"Shell Beach, Sonoma",MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.421107,-123.113218
M14P01118,10/15/14,Santa Cruz Wharf,MUSS,<,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P01119,10/20/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P01126,10/20/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P01127,10/20/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P01128,10/21/14,"Drakes Bay, Chimney Rock LBS",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M14P01132,10/21/14,"Drakes Estero, Channel Buoy",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P01133,10/21/14,"Drakes Estero, Bed #12-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P01134,10/21/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P01135,10/21/14,"Drakes Estero, Bed #5",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,,
M14P01139,10/21/14,Muir Beach,MUSW,n,,Marin,"Sea Mussel, wild",Mytilus californianus,37.859779,-122.578138
M14P01142,10/24/14,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M14P01143,10/28/14,"Drakes Estero, Channel Buoy",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P01144,10/28/14,"Drakes Estero, Bed #12-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P01145,10/28/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P01146,10/28/14,"Drakes Estero, Bed #31",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,,
M14P01152,10/26/14,"Santa Cruz, Four Mile Beach",MUSW,<,36,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,36.964055,-122.123653
M14P01154,10/28/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P01157,10/27/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P01158,10/27/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P01162,10/28/14,Fort Ross,MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.5125,-123.255071
M14P01163,10/27/14,"Tomales Bay, Lawson's Landing",MUSW,n,,Marin,"Sea Mussel, wild",Mytilus californianus,38.231233,-122.968118
M14P01164,11/3/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P01166,10/22/14,Santa Cruz Wharf,MUSS,<,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P01167,10/29/14,Santa Cruz Wharf,MUSS,<,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P01176,11/4/14,"Drakes Estero, Channel Buoy",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P01177,11/4/14,"Drakes Estero, Bed #12-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P01178,11/4/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P01179,11/4/14,"Drakes Estero, Bed #5",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,,
M14P01182,11/3/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P01183,11/3/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P01185,11/5/14,Santa Cruz Wharf,MUSS,<,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P01190,11/7/14,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M14P01191,11/6/14,"Moss Landing, Sandholdt Bridge",MUBW,n,,Monterey,"Bay Mussel, wild",Mytilus gallo/trossulus/edulis,36.799937,-121.787602
M14P01203,11/10/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P01204,11/10/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P01205,11/12/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P01210,11/11/14,"Drakes Estero, Channel Buoy",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P01211,11/11/14,"Drakes Estero, Bed #12-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P01212,11/11/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P01213,11/11/14,"Drakes Estero, Bed #7",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.06081,-122.92932
M14P01217,11/17/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P01224,11/17/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P01225,11/17/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P01229,11/18/14,"Drakes Estero, Channel Buoy",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P01230,11/18/14,"Drakes Estero, Bed #12-M",MUSS,<,34,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P01231,11/18/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P01232,11/18/14,"Drakes Estero, Bed #38",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.06,-122.92699
M14P01235,11/12/14,Santa Cruz Wharf,MUSS,<,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P01236,11/19/14,Santa Cruz Wharf,MUSS,,41,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P01237,11/19/14,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M14P01238,11/24/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P01239,11/24/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P01240,11/22/14,"Drakes Estero, Channel Buoy",MUSS,,38,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P01241,11/24/14,"Drakes Estero, Bed #12-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P01242,11/22/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P01243,11/24/14,"Drakes Estero, Bed #17",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,,
M14P01251,11/24/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P01255,12/1/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P01263,12/1/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P01264,12/1/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P01267,12/2/14,"Drakes Estero, Channel Buoy",MUSS,,36,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P01268,12/2/14,"Drakes Estero, Bed #12-M",MUSS,<,36,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P01269,12/2/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P01270,12/2/14,"Drakes Estero, Bed #17",OYPC,<,35,Marin,"Pacific Oyster, cultured",Crassostrea gigas,,
M14P01272,11/26/14,Santa Cruz Wharf,MUSS,,50,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P01273,12/3/14,Santa Cruz Wharf,MUSS,,44,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P01275,12/8/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P01281,12/4/14,"Tomales Bay, Lawson's Landing",MUSW,n,,Marin,"Sea Mussel, wild",Mytilus californianus,38.231233,-122.968118
M14P01284,12/4/14,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M14P01285,12/4/14,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M14P01286,12/8/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P01287,12/8/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P01288,12/7/14,China Beach,MUSW,n,,San Francisco,"Sea Mussel, wild",Mytilus californianus,37.787573,-122.494628
M14P01294,12/9/14,"Drakes Estero, Channel Buoy",MUSS,<,34,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P01295,12/9/14,"Drakes Estero, Bed #12-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P01296,12/9/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P01297,12/9/14,"Drakes Estero, Bed #8",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.06649,-122.93871
M14P01298,12/10/14,Santa Cruz Wharf,MUSS,,41,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P01306,12/15/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P01307,12/16/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P01308,12/16/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P01309,12/16/14,"Drakes Estero, Channel Buoy",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P01310,12/16/14,"Drakes Estero, Bed #12-M",MUSS,<,34,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P01311,12/16/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P01312,12/16/14,"Drakes Estero, Bed #13",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.05795,-122.94126
M14P01316,12/17/14,"Drakes Bay, Chimney Rock LBS",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M14P01318,12/21/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P01319,12/22/14,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M14P01325,12/22/14,"Drakes Estero, Channel Buoy",MUSS,<,34,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P01326,12/22/14,"Drakes Estero, Bed #12-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P01327,12/22/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P01328,12/22/14,"Drakes Estero, Bed #4",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.07153,-122.93551
M14P01331,12/22/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P01332,12/21/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P01342,12/29/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P01343,12/29/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00001,1/1/15,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M15P00002,1/5/15,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M15P00008,1/5/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00009,1/5/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00015,12/18/14,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M15P00016,12/18/14,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M15P00017,1/7/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00024,1/12/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00025,1/12/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00029,1/13/15,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M15P00035,1/19/15,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M15P00038,1/19/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00039,1/19/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00042,1/15/15,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M15P00052,1/21/15,Kehoe Beach,MUSW,,41,Marin,"Sea Mussel, wild",Mytilus californianus,38.158269,-122.950777
M15P00053,1/21/15,"Drakes Bay, Chimney Rock LBS",MUSS,,40,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M15P00054,1/19/15,"Mussel Rock, San Mateo",MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.66728,-122.497403
M15P00055,1/22/15,"Bodega Harbor, USCG Dock",MUSS,,42,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M15P00056,1/22/15,"Bodega Bay, Pinnacle Rock",MUSW,,48,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.306447,-123.018418
M15P00057,1/22/15,Schoolhouse Beach,MUSW,,49,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M15P00058,1/21/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00059,1/14/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00062,1/26/15,"Tomales Bay, Lawson's Landing",MUSW,<,35,Marin,"Sea Mussel, wild",Mytilus californianus,38.231233,-122.968118
M15P00069,1/26/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00070,1/26/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00071,1/27/15,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M15P00076,1/29/15,"Drakes Bay, Chimney Rock LBS",MUSS,<,35,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M15P00077,1/29/15,"Drakes Estero, Bed #12-M",MUBC,,37,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.0591,-122.9405
M15P00078,1/28/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00079,1/28/15,Fort Ross,MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.5125,-123.255071
M15P00085,2/2/15,"Bodega Bay, Pinnacle Rock",MUSW,<,34,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.306447,-123.018418
M15P00086,2/2/15,Schoolhouse Beach,MUSW,<,34,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M15P00087,2/2/15,"Bodega Harbor, USCG Dock",MUSS,<,35,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M15P00090,2/2/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00091,2/2/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00092,2/3/15,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M15P00097,1/29/15,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M15P00098,1/29/15,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M15P00103,2/2/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00108,2/9/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00109,2/9/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00110,2/9/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00117,2/11/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00123,2/16/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00124,2/16/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00133,2/18/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00134,2/17/15,Fort Ross,MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.5125,-123.255071
M15P00136,2/18/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00143,2/23/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00149,2/23/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00150,2/23/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00153,2/15/15,"Shell Beach, Sonoma",MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.421107,-123.113218
M15P00158,2/25/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00164,3/2/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00165,3/2/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00171,3/3/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00180,3/9/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00181,3/9/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00182,3/9/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00186,3/11/15,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M15P00189,3/4/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00190,3/11/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00191,3/16/15,"Drakes Bay, Chimney Rock LBS",MUSS,<,36,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M15P00196,3/3/15,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M15P00197,3/3/15,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M15P00201,3/16/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00202,3/16/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00203,3/16/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00206,3/16/15,Rodeo Beach,MUSW,n,,Marin,"Sea Mussel, wild",Mytilus californianus,37.82797,-122.53495
M15P00211,3/15/15,"Stinson Beach, Red Rock Beach",MUSW,n,,Marin,"Sea Mussel, wild",Mytilus californianus,37.888778,-122.633123
M15P00214,3/17/15,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M15P00215,3/17/15,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M15P00218,3/18/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00219,3/19/15,"Mussel Rock, San Mateo",MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.66728,-122.497403
M15P00221,3/15/15,Rodeo Beach,MUSW,n,,Marin,"Sea Mussel, wild",Mytilus californianus,37.82797,-122.53495
M15P00227,3/20/15,"Santa Cruz, Davenport Landing",MUSW,n,,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,37.024226,-122.21606
M15P00231,3/23/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00232,3/23/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00233,3/23/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
