SRL #,Date -Sampled-,Sample Site,Shellfish -code-,Mod-PSP Median,PSP -ug/100 g-,County,Sample Type,Species,Latitude,Longitude
M15P00243,3/26/15,Schoolhouse Beach,MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M15P00244,3/26/15,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M15P00245,3/25/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00251,3/31/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00252,3/30/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00253,3/31/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00254,3/26/15,"Shell Beach, Sonoma",MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.421107,-123.113218
M15P00269,4/6/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00270,4/6/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00271,4/6/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00274,4/8/15,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M15P00275,4/8/15,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M15P00276,4/8/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00277,4/1/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00278,4/9/15,"Drakes Bay, Chimney Rock LBS",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M15P00279,4/9/15,Rodeo Beach,MUSW,n,,Marin,"Sea Mussel, wild",Mytilus californianus,37.82797,-122.53495
M15P00280,4/13/15,Schoolhouse Beach,MUSW,<,33,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M15P00281,4/13/15,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M15P00282,4/10/15,"Santa Cruz, Davenport Landing",MUSW,n,,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,37.024226,-122.21606
M15P00290,4/13/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00291,4/13/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00298,4/13/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00300,4/14/15,Fort Ross,MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.5125,-123.255071
M15P00301,4/15/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00311,4/20/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00312,4/20/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00313,4/20/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00318,4/22/15,Pillar Point,MUSW,<,34,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M15P00319,4/22/15,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M15P00320,4/20/15,"Stinson Beach, Red Rock Beach",MUSW,<,36,Marin,"Sea Mussel, wild",Mytilus californianus,37.888778,-122.633123
M15P00321,4/22/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00322,4/24/15,"Santa Cruz, Davenport Landing",MUSW,n,,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,37.024226,-122.21606
M15P00335,4/27/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00336,4/27/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00337,4/27/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00339,4/30/15,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M15P00340,4/30/15,"Drakes Bay, Chimney Rock LBS",MUSS,,41,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M15P00341,4/29/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00351,5/4/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00352,5/4/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00353,5/4/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00354,5/6/15,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M15P00359,5/6/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00360,5/7/15,Kehoe Beach,MUSW,n,,Marin,"Sea Mussel, wild",Mytilus californianus,38.158269,-122.950777
M15P00361,5/7/15,"Drakes Bay, Chimney Rock LBS",MUSS,,44,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M15P00366,5/9/15,"Santa Cruz, Davenport Landing",MUSW,n,,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,37.024226,-122.21606
M15P00370,5/11/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00371,5/11/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00372,5/11/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00380,5/7/15,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M15P00381,5/7/15,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M15P00382,5/9/15,"Moss Landing, Sandholdt Bridge",MUBW,n,,Monterey,"Bay Mussel, wild",Mytilus gallo/trossulus/edulis,36.799937,-121.787602
M15P00385,5/13/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00396,5/19/15,"Monterey Bay, Commercial Wharf",MUSW,n,,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M15P00398,5/18/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00399,5/18/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00400,5/18/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00402,5/20/15,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M15P00403,5/20/15,Schoolhouse Beach,MUSW,,41,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M15P00405,5/20/15,Santa Cruz Wharf,MUSS,<,35,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00407,5/21/15,"Drakes Bay, Chimney Rock LBS",MUSS,,36,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M15P00420,5/25/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00421,5/25/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00422,5/25/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00424,5/21/15,Pescadero State Beach,MUSW,<,34,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M15P00425,5/21/15,Pillar Point,MUSW,,42,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M15P00430,5/27/15,Santa Cruz Wharf,MUSS,,33,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00432,5/29/15,"Santa Cruz, Four Mile Beach",MUSW,n,,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,36.964055,-122.123653
M15P00440,6/2/15,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M15P00441,6/2/15,Schoolhouse Beach,MUSW,,39,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M15P00444,6/1/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00445,6/1/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00446,6/1/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00448,6/1/15,"Monterey Bay, Commercial Wharf",MUSW,n,,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M15P00449,6/3/15,"Drakes Bay, Chimney Rock LBS",MUSS,,36,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M15P00450,6/3/15,Kehoe Beach,MUSW,,41,Marin,"Sea Mussel, wild",Mytilus californianus,38.158269,-122.950777
M15P00452,6/3/15,Santa Cruz Wharf,MUSS,,40,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00466,6/8/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00467,6/8/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00468,6/8/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00469,6/9/15,Pescadero State Beach,MUSW,<,36,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M15P00470,6/9/15,Pillar Point,MUSW,,35,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M15P00473,6/10/15,Santa Cruz Wharf,MUSS,,35,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00481,6/16/15,Schoolhouse Beach,MUSW,,36,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M15P00482,6/16/15,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M15P00491,6/15/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00492,6/15/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00493,6/15/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00494,6/17/15,Kehoe Beach,MUSW,n,,Marin,"Sea Mussel, wild",Mytilus californianus,38.158269,-122.950777
M15P00495,6/17/15,"Drakes Bay, Chimney Rock LBS",MUSS,,36,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M15P00497,6/17/15,Santa Cruz Wharf,MUSS,,35,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00500,6/19/15,Muir Beach,MUSW,<,36,Marin,"Sea Mussel, wild",Mytilus californianus,37.859779,-122.578138
M15P00501,6/20/15,"Mussel Rock, San Mateo",MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.66728,-122.497403
M15P00511,6/22/15,"Salt Point State Park, north",MUSW,<,36,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.57008,-123.336135
M15P00514,6/22/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00515,6/22/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00516,6/22/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00517,6/23/15,Pescadero State Beach,MUSW,<,37,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M15P00521,6/20/15,"Stinson Beach, Red Rock Beach",MUSW,<,34,Marin,"Sea Mussel, wild",Mytilus californianus,37.888778,-122.633123
M15P00522,6/24/15,Santa Cruz Wharf,MUSS,,37,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00530,6/29/15,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M15P00531,6/29/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00532,6/29/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00538,7/1/15,Santa Cruz Wharf,MUSS,<,33,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00547,7/7/15,Schoolhouse Beach,MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M15P00548,7/7/15,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M15P00549,7/6/15,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M15P00550,7/6/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00551,7/6/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00557,7/7/15,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M15P00558,7/7/15,Pillar Point,MUSW,<,34,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M15P00560,7/8/15,"Drakes Bay, Chimney Rock LBS",MUSS,<,35,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M15P00561,7/8/15,Santa Cruz Wharf,MUSS,<,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00577,7/13/15,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M15P00578,7/13/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00579,7/13/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00582,7/15/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00583,7/15/15,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M15P00584,7/20/15,Kehoe Beach,MUSW,n,,Marin,"Sea Mussel, wild",Mytilus californianus,38.158269,-122.950777
M15P00585,7/20/15,"Drakes Bay, Chimney Rock LBS",MUSS,,36,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M15P00590,7/20/15,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M15P00591,7/20/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00592,7/20/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00600,7/21/15,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M15P00601,7/21/15,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M15P00612,7/27/15,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M15P00613,7/27/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00614,7/27/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00619,7/29/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00620,7/22/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00628,8/4/15,Schoolhouse Beach,MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M15P00629,8/4/15,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M15P00630,8/3/15,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M15P00631,8/3/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00632,8/3/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00640,8/4/15,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M15P00641,8/4/15,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M15P00647,8/5/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00648,8/6/15,"Drakes Bay, Chimney Rock LBS",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M15P00657,8/10/15,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M15P00658,8/10/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00659,8/10/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00668,8/12/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00677,8/17/15,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M15P00678,8/17/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00679,8/17/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00684,8/18/15,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M15P00688,8/19/15,"Drakes Bay, Chimney Rock LBS",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M15P00689,8/19/15,Santa Cruz Wharf,MUSS,<,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00695,8/24/15,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M15P00696,8/24/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00697,8/24/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00708,8/31/15,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M15P00709,8/31/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00710,8/31/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00720,9/2/15,"Drakes Bay, Chimney Rock LBS",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M15P00724,9/2/15,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M15P00725,9/8/15,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M15P00726,9/7/15,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M15P00727,9/7/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00728,9/7/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00740,8/26/15,Santa Cruz Wharf,MUSS,<,34,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00741,9/2/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00742,9/9/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00748,9/14/15,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M15P00749,9/14/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00750,9/14/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00757,9/16/15,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M15P00760,9/16/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00761,9/21/15,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M15P00762,9/21/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00765,9/21/15,"Drakes Bay, Chimney Rock LBS",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M15P00766,9/21/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00774,9/23/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00779,9/28/15,"Tomales Bay, Lease #M430-15-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.2176,-122.9437
M15P00780,9/28/15,"Tomales Bay, Lease #M430-11-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2095,-122.9382
M15P00781,9/28/15,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M15P00791,9/30/15,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M15P00793,9/30/15,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
